record_id,date,time,hour_of_day,day_of_week,month,city,state,road_type,road_surface_condition,road_width_meters,number_of_lanes,speed_limit_kmh,average_speed_kmh,weather_condition,temperature_celsius,humidity_percent,visibility_km,traffic_density,light_condition,signal_present,road_divider_present,vehicle_type_involved,vehicles_involved,pedestrians_nearby,accident_type,risk_score,severity_level,accident_occurred
IND-2023-0598,2023-08-16,08:00,8,Wed,8,Kolkata,West Bengal,National Highway,Potholed,8.5,5,80,70,Haze,17.4,31,4.3,1,Daylight,0,1,Bus,5,23,Rear-End Collision,55,High,1
IND-2023-0599,2023-03-07,08:00,8,Tue,3,Chennai,Tamil Nadu,Expressway,Dry,13.5,3,60,81,Rain,34.5,69,2.4,0.69,Partial Light,1,0,Auto Rickshaw,4,1,Side Collision,63,High,1
IND-2022-0600,2022-06-09,04:50,4,Thu,6,Delhi,Delhi,Urban Road,Dry,13.6,6,100,112,Clear,15.5,42,4.3,0.43,Street Light,0,1,Car,2,33,Head-On Collision,30,Medium,0
IND-2023-0601,2023-05-25,07:05,7,Thu,5,Delhi,Delhi,Urban Road,Dry,9.2,5,30,36,Clear,11.2,38,8.9,0.4,No Light,0,0,Motorcycle,4,2,Head-On Collision,55,High,1
IND-2022-0602,2022-03-09,09:47,9,Wed,3,Hyderabad,Telangana,Urban Road,Slippery,10.4,3,40,51,Clear,26.7,52,0.2,0.83,No Light,0,1,Motorcycle,2,20,Single Vehicle,90,Critical,1
IND-2023-0603,2023-08-08,08:36,8,Tue,8,Indore,Madhya Pradesh,State Highway,Dry,5.4,6,30,35,Clear,31.5,51,3,0.75,Partial Light,1,1,Car,2,16,Single Vehicle,40,Medium,0
IND-2022-0604,2022-10-01,06:20,6,Sat,10,Thiruvananthapuram,Kerala,National Highway,Dry,5,1,120,75,Haze,11.7,45,4,0.92,Street Light,0,0,Motorcycle,2,0,Multiple Vehicle,30,Medium,0
IND-2023-0605,2023-05-08,07:49,7,Mon,5,Mumbai,Maharashtra,State Highway,Wet,8.9,3,60,83,Rain,25.4,55,2.8,0.51,No Light,1,0,Motorcycle,6,49,Pedestrian Hit,93,Critical,1
IND-2023-0606,2023-11-11,13:28,13,Sat,11,Pune,Maharashtra,Expressway,Potholed,9.3,3,60,66,Clear,17.9,78,1.4,0.97,Daylight,0,1,Auto Rickshaw,1,7,Pedestrian Hit,48,Medium,1
IND-2022-0607,2022-03-26,08:10,8,Sat,3,Hyderabad,Telangana,Flyover,Dry,11.7,5,80,60,Dust Storm,10.6,65,2.4,0.86,No Light,0,1,Bicycle,5,38,Rollover,83,Critical,1
IND-2022-0608,2022-04-13,11:20,11,Wed,4,Chennai,Tamil Nadu,Urban Road,Under Construction,6.6,5,100,72,Fog,40,55,6.2,0.95,Daylight,1,1,Mixed,1,25,Single Vehicle,50,High,0
IND-2022-0609,2022-11-04,14:53,14,Fri,11,Delhi,Delhi,State Highway,Wet,13.7,2,80,86,Clear,14.9,81,7.6,0.16,Daylight,1,0,Mixed,2,48,Multiple Vehicle,35,Medium,0
IND-2022-0610,2022-08-20,17:42,17,Sat,8,Chennai,Tamil Nadu,State Highway,Under Construction,9,5,100,72,Dust Storm,36.6,21,6.8,0.5,Daylight,0,1,Motorcycle,6,7,Rollover,60,High,1
IND-2022-0611,2022-05-08,03:46,3,Sun,5,Hyderabad,Telangana,Urban Road,Dry,8.4,5,100,87,Rain,23.4,52,9.9,0.34,Partial Light,0,1,Auto Rickshaw,1,40,Pedestrian Hit,40,Medium,0
IND-2023-0612,2023-09-06,18:00,18,Wed,9,Pune,Maharashtra,State Highway,Under Construction,8.8,4,60,56,Drizzle,19.8,55,8.7,0.67,Street Light,1,1,Motorcycle,3,40,Head-On Collision,35,Medium,0
IND-2023-0613,2023-05-13,16:23,16,Sat,5,Mumbai,Maharashtra,Urban Road,Wet,7.5,5,120,151,Clear,29.8,97,6.1,0.54,Street Light,0,0,Car,5,42,Head-On Collision,50,High,1
IND-2023-0614,2023-12-28,06:01,6,Thu,12,Pune,Maharashtra,Urban Road,Dry,11.7,6,120,114,Heavy Rain,11.3,71,8.7,0.51,No Light,0,0,Truck,6,47,Side Collision,60,High,1
IND-2022-0615,2022-12-03,20:41,20,Sat,12,Ahmedabad,Gujarat,Ring Road,Under Construction,4,4,50,44,Clear,43.8,55,3.7,0.71,Street Light,1,0,Auto Rickshaw,4,50,Rollover,35,Medium,0
IND-2023-0616,2023-02-15,21:48,21,Wed,2,Bangalore,Karnataka,Rural Road,Dry,4.4,4,50,54,Haze,18,59,8.4,0.77,Street Light,1,1,Car,1,46,Side Collision,40,Medium,0
IND-2022-0617,2022-09-29,05:38,5,Thu,9,Chennai,Tamil Nadu,Urban Road,Dry,9.4,5,40,54,Drizzle,30.4,84,1.3,0.39,Dawn/Dusk,0,1,Truck,6,41,Head-On Collision,63,High,1
IND-2023-0618,2023-11-11,09:15,9,Sat,11,Visakhapatnam,Andhra Pradesh,State Highway,Potholed,13.7,3,60,40,Rain,41.1,57,8.2,0.96,Street Light,0,1,Truck,5,36,Rear-End Collision,55,High,1
IND-2023-0619,2023-11-15,19:40,19,Wed,11,Kolkata,West Bengal,National Highway,Dry,12.3,4,40,38,Dust Storm,20.4,22,1.6,0.83,Street Light,0,1,Car,5,30,Side Collision,63,High,1
IND-2023-0620,2023-02-01,18:58,18,Wed,2,Pune,Maharashtra,Rural Road,Slippery,6.9,6,50,44,Haze,28.9,29,2.5,0.93,No Light,0,0,Truck,6,8,Head-On Collision,93,Critical,1
IND-2023-0621,2023-06-04,08:01,8,Sun,6,Kanpur,Uttar Pradesh,Urban Road,Dry,12.3,4,50,58,Haze,44.5,79,5.6,0.68,No Light,1,1,Car,3,36,Multiple Vehicle,55,High,1
IND-2023-0622,2023-07-27,08:42,8,Thu,7,Pune,Maharashtra,Ring Road,Wet,8.7,6,50,32,Fog,43.2,23,5.8,0.75,Street Light,0,1,Car,6,38,Rollover,75,Critical,1
IND-2023-0623,2023-07-06,11:46,11,Thu,7,Hyderabad,Telangana,State Highway,Dry,11,3,60,42,Fog,21,20,6.9,0.59,No Light,0,0,Motorcycle,5,3,Head-On Collision,60,High,0
IND-2023-0624,2023-09-08,13:19,13,Fri,9,Delhi,Delhi,Flyover,Under Construction,10.8,2,100,69,Haze,30.1,69,9.5,0.18,Daylight,1,0,Mixed,4,24,Head-On Collision,40,Medium,0
IND-2023-0625,2023-12-26,16:33,16,Tue,12,Chennai,Tamil Nadu,State Highway,Dry,12.7,1,50,69,Rain,36.3,87,3.5,0.67,Daylight,0,1,Car,3,1,Head-On Collision,35,Medium,0
IND-2022-0626,2022-12-01,11:45,11,Thu,12,Mumbai,Maharashtra,National Highway,Flooded,13.1,5,40,30,Clear,17.6,64,2,0.66,Street Light,1,0,Auto Rickshaw,1,43,Single Vehicle,28,Medium,1
IND-2022-0627,2022-07-01,13:58,13,Fri,7,Indore,Madhya Pradesh,Expressway,Dry,9.7,2,120,162,Rain,20.2,64,3.3,0.83,Street Light,0,1,Mixed,6,11,Rollover,55,High,0
IND-2023-0628,2023-04-11,18:54,18,Tue,4,Chennai,Tamil Nadu,Urban Road,Dry,7.7,3,80,52,Heavy Rain,43.6,82,1.6,0.32,Dawn/Dusk,0,1,Car,2,50,Head-On Collision,53,High,0
IND-2023-0629,2023-11-11,03:35,3,Sat,11,Kolkata,West Bengal,Ring Road,Wet,8,4,120,124,Fog,25.7,45,3.3,0.28,Street Light,1,0,Motorcycle,3,40,Single Vehicle,70,High,1
IND-2023-0630,2023-02-03,09:19,9,Fri,2,Kolkata,West Bengal,Flyover,Potholed,10.2,6,80,101,Clear,41.2,93,1.1,0.27,No Light,0,0,Motorcycle,5,11,Rear-End Collision,73,High,1
IND-2022-0631,2022-12-27,17:39,17,Tue,12,Chennai,Tamil Nadu,National Highway,Under Construction,13.5,2,80,102,Dust Storm,11.6,47,6.9,0.56,No Light,1,0,Motorcycle,1,29,Rollover,80,Critical,1
IND-2023-0632,2023-01-26,20:43,20,Thu,1,Mumbai,Maharashtra,Rural Road,Flooded,4,2,120,159,Clear,23.6,49,1.9,0.4,Daylight,0,1,Car,3,25,Multiple Vehicle,48,Medium,0
IND-2023-0633,2023-10-04,14:04,14,Wed,10,Pune,Maharashtra,Ring Road,Potholed,3.6,6,30,27,Clear,41.5,82,2.9,0.47,Partial Light,1,0,Bus,3,38,Single Vehicle,28,Medium,0
IND-2022-0634,2022-04-29,14:52,14,Fri,4,Ahmedabad,Gujarat,Rural Road,Dry,12.5,3,100,80,Clear,23.9,88,9.3,0.71,Street Light,0,0,Car,3,18,Multiple Vehicle,15,Low,0
IND-2022-0635,2022-07-26,06:42,6,Tue,7,Coimbatore,Tamil Nadu,Urban Road,Wet,6,5,60,58,Dust Storm,23.6,30,0.6,0.2,Daylight,1,1,Mixed,6,4,Side Collision,70,High,1
IND-2022-0636,2022-07-13,12:40,12,Wed,7,Patna,Bihar,Rural Road,Dry,5.1,3,120,163,Haze,17,27,3.6,0.93,Daylight,0,0,Car,4,24,Side Collision,55,High,1
IND-2023-0637,2023-11-05,14:43,14,Sun,11,Delhi,Delhi,National Highway,Dry,9.1,5,50,52,Haze,12,28,9.6,0.23,No Light,0,1,Motorcycle,4,33,Hit and Run,65,High,1
IND-2023-0638,2023-01-26,09:43,9,Thu,1,Bangalore,Karnataka,National Highway,Dry,7.6,6,120,132,Clear,32.7,80,0.9,0.61,Street Light,1,1,Auto Rickshaw,5,41,Rollover,45,Medium,1
IND-2022-0639,2022-09-14,09:56,9,Wed,9,Kolkata,West Bengal,Flyover,Wet,7.4,1,80,104,Clear,35.6,69,3,0.3,Partial Light,1,1,Car,3,10,Side Collision,50,High,1
IND-2022-0640,2022-08-21,11:45,11,Sun,8,Kolkata,West Bengal,National Highway,Wet,7.7,6,60,58,Dust Storm,26.2,63,9.5,0.51,Daylight,0,0,Bus,3,42,Rollover,50,High,1
IND-2022-0641,2022-07-19,02:56,2,Tue,7,Delhi,Delhi,Rural Road,Potholed,9.2,4,120,145,Heavy Rain,17.5,38,6.5,0.47,Daylight,1,1,Bus,4,6,Rear-End Collision,70,High,1
IND-2023-0642,2023-01-29,10:29,10,Sun,1,Delhi,Delhi,Urban Road,Flooded,9.5,2,80,90,Heavy Rain,29.7,39,7.5,0.35,Daylight,0,1,Car,6,25,Hit and Run,75,Critical,1
IND-2022-0643,2022-05-14,08:04,8,Sat,5,Bangalore,Karnataka,Urban Road,Wet,12.5,3,100,130,Haze,13,21,7.9,0.71,No Light,1,0,Motorcycle,1,21,Side Collision,85,Critical,1
IND-2022-0644,2022-11-20,10:07,10,Sun,11,Chennai,Tamil Nadu,Expressway,Wet,7.8,5,30,37,Rain,15.7,35,8.8,0.24,Street Light,1,1,Truck,5,39,Rollover,60,High,1
IND-2022-0645,2022-05-31,07:04,7,Tue,5,Jaipur,Rajasthan,National Highway,Dry,5.4,1,60,44,Heavy Rain,38.6,76,6.9,0.12,Partial Light,1,1,Bus,5,36,Hit and Run,50,High,1
IND-2023-0646,2023-10-02,20:23,20,Mon,10,Delhi,Delhi,Urban Road,Dry,13.8,4,100,75,Clear,37.7,30,3.1,0.67,Partial Light,0,1,Auto Rickshaw,3,38,Side Collision,15,Low,0
IND-2022-0647,2022-07-16,15:59,15,Sat,7,Indore,Madhya Pradesh,Flyover,Flooded,6.4,6,40,25,Rain,25.7,75,3.2,0.31,Daylight,1,0,Truck,3,2,Hit and Run,35,Medium,0
IND-2023-0648,2023-08-11,17:18,17,Fri,8,Ahmedabad,Gujarat,Urban Road,Flooded,7.1,3,100,81,Clear,27.9,74,3.8,0.44,Daylight,1,0,Car,4,45,Single Vehicle,35,Medium,0
IND-2023-0649,2023-04-06,18:21,18,Thu,4,Bangalore,Karnataka,National Highway,Potholed,5.1,2,30,18,Heavy Rain,18.5,42,7.7,0.22,Daylight,0,0,Motorcycle,3,4,Rear-End Collision,45,Medium,0
IND-2023-0650,2023-09-25,13:50,13,Mon,9,Bhopal,Madhya Pradesh,Urban Road,Slippery,5.4,6,50,61,Clear,34.6,45,1.4,0.2,Partial Light,0,0,Motorcycle,6,5,Multiple Vehicle,68,High,1
IND-2022-0651,2022-08-04,06:36,6,Thu,8,Jaipur,Rajasthan,National Highway,Dry,5.4,1,40,46,Clear,26.4,95,7.1,0.55,Street Light,0,0,Bus,1,28,Rollover,20,Low,0
IND-2023-0652,2023-12-18,14:41,14,Mon,12,Thiruvananthapuram,Kerala,Rural Road,Dry,5.8,3,40,29,Clear,31.1,84,6,0.67,No Light,1,0,Auto Rickshaw,6,18,Rear-End Collision,30,Medium,1
IND-2023-0653,2023-12-01,15:22,15,Fri,12,Coimbatore,Tamil Nadu,Rural Road,Dry,10.6,3,100,64,Clear,33.6,77,4.4,0.78,Daylight,1,0,Truck,1,47,Pedestrian Hit,10,Low,0
IND-2023-0654,2023-05-07,18:09,18,Sun,5,Lucknow,Uttar Pradesh,State Highway,Wet,12.4,4,40,42,Clear,26.3,79,3.7,0.14,Street Light,1,1,Motorcycle,3,50,Single Vehicle,40,Medium,0
IND-2023-0655,2023-01-30,12:12,12,Mon,1,Delhi,Delhi,National Highway,Dry,13.4,2,100,71,Rain,38.6,42,4.5,0.43,Daylight,0,0,Mixed,2,37,Multiple Vehicle,20,Low,0
IND-2023-0656,2023-02-06,07:15,7,Mon,2,Mumbai,Maharashtra,Expressway,Under Construction,4.2,3,80,94,Clear,15.6,27,9.5,0.49,Daylight,1,1,Car,3,6,Side Collision,35,Medium,0
IND-2023-0657,2023-05-22,09:26,9,Mon,5,Kolkata,West Bengal,Urban Road,Dry,11.1,6,100,84,Drizzle,31,87,6.2,0.66,Daylight,0,1,Car,3,21,Single Vehicle,25,Medium,0
IND-2022-0658,2022-12-01,11:31,11,Thu,12,Bangalore,Karnataka,Ring Road,Flooded,11.7,5,60,73,Fog,21.6,44,5.9,0.6,Street Light,0,0,Bicycle,2,20,Rollover,65,High,1
IND-2022-0659,2022-01-20,16:15,16,Thu,1,Pune,Maharashtra,Ring Road,Dry,7.6,2,80,79,Clear,43.5,54,8.9,0.64,Daylight,1,0,Truck,1,28,Hit and Run,0,Low,0
IND-2022-0660,2022-01-04,15:15,15,Tue,1,Delhi,Delhi,Expressway,Wet,4.8,6,50,49,Clear,17,44,8.9,0.38,Daylight,0,0,Truck,5,38,Pedestrian Hit,35,Medium,0
IND-2023-0661,2023-03-10,11:12,11,Fri,3,Kanpur,Uttar Pradesh,Expressway,Dry,7.5,2,30,33,Haze,26.3,38,1,0.79,Daylight,1,1,Truck,4,40,Head-On Collision,58,High,1
IND-2023-0662,2023-04-10,23:39,23,Mon,4,Surat,Gujarat,Urban Road,Dry,8.1,3,50,52,Clear,35.2,90,3.3,0.43,Daylight,1,0,Car,1,40,Hit and Run,25,Medium,0
IND-2022-0663,2022-02-05,16:26,16,Sat,2,Indore,Madhya Pradesh,State Highway,Potholed,5.2,6,100,117,Fog,12.4,39,0.8,0.22,Daylight,0,0,Motorcycle,1,33,Hit and Run,70,High,1
IND-2022-0664,2022-03-13,08:30,8,Sun,3,Chennai,Tamil Nadu,Urban Road,Wet,4.1,6,40,41,Rain,15.6,53,2.2,0.18,Street Light,0,0,Truck,2,15,Rollover,68,High,1
IND-2022-0665,2022-08-13,06:37,6,Sat,8,Mumbai,Maharashtra,Ring Road,Slippery,11,4,60,72,Haze,36.8,83,0.4,0.7,Daylight,0,0,Truck,1,42,Rollover,70,High,1
IND-2022-0666,2022-12-24,07:12,7,Sat,12,Kolkata,West Bengal,Urban Road,Dry,8.9,2,40,28,Haze,31.8,54,6.4,0.11,Partial Light,0,1,Car,5,23,Hit and Run,45,Medium,0
IND-2022-0667,2022-09-24,09:40,9,Sat,9,Chennai,Tamil Nadu,Rural Road,Wet,5.6,5,100,100,Clear,11.5,33,2,0.47,Dawn/Dusk,1,0,Mixed,6,13,Pedestrian Hit,53,High,1
IND-2022-0668,2022-09-16,07:04,7,Fri,9,Delhi,Delhi,National Highway,Dry,5.2,4,40,39,Clear,26,70,7.3,0.75,No Light,1,1,Auto Rickshaw,5,48,Rollover,45,Medium,0
IND-2022-0669,2022-01-01,08:49,8,Sat,1,Ahmedabad,Gujarat,Urban Road,Under Construction,5.5,4,50,47,Drizzle,13.4,67,9.6,0.76,Partial Light,1,0,Mixed,2,41,Pedestrian Hit,55,High,1
IND-2022-0670,2022-05-03,09:17,9,Tue,5,Mumbai,Maharashtra,State Highway,Flooded,4.7,6,40,27,Clear,37.7,80,9.5,0.67,Partial Light,0,1,Auto Rickshaw,2,0,Pedestrian Hit,40,Medium,0
IND-2023-0671,2023-07-31,08:17,8,Mon,7,Mumbai,Maharashtra,Rural Road,Dry,10.4,3,30,18,Rain,16.1,21,4.8,0.49,Daylight,1,1,Motorcycle,5,2,Rollover,30,Medium,0
IND-2022-0672,2022-07-12,20:23,20,Tue,7,Vadodara,Gujarat,Urban Road,Dry,4.4,3,120,154,Clear,37.7,26,7.1,0.6,Street Light,1,1,Bicycle,3,23,Side Collision,15,Low,0
IND-2023-0673,2023-01-16,06:29,6,Mon,1,Ahmedabad,Gujarat,Urban Road,Dry,7.8,4,80,73,Haze,20.2,83,3.6,0.52,Street Light,0,1,Bus,6,34,Side Collision,30,Medium,0
IND-2023-0674,2023-07-07,14:56,14,Fri,7,Hyderabad,Telangana,National Highway,Dry,5.7,6,100,71,Drizzle,36.1,93,6.4,0.41,Street Light,1,0,Auto Rickshaw,2,50,Multiple Vehicle,15,Low,0
IND-2023-0675,2023-05-29,12:06,12,Mon,5,Mumbai,Maharashtra,Urban Road,Wet,9.3,4,40,47,Rain,27.1,61,7.9,0.72,Daylight,1,0,Motorcycle,6,23,Hit and Run,70,High,1
IND-2023-0676,2023-10-22,23:01,23,Sun,10,Delhi,Delhi,Expressway,Under Construction,7.8,2,120,165,Rain,42.1,59,5.1,0.82,Daylight,0,0,Car,2,48,Rear-End Collision,70,High,1
IND-2022-0677,2022-05-04,07:31,7,Wed,5,Mumbai,Maharashtra,Expressway,Potholed,7.4,3,30,28,Clear,34.4,58,4.1,0.42,Daylight,1,1,Bus,3,24,Rear-End Collision,15,Low,0
IND-2022-0678,2022-02-01,11:34,11,Tue,2,Bangalore,Karnataka,Urban Road,Potholed,3.9,4,60,69,Clear,44,82,3.6,0.66,No Light,0,1,Auto Rickshaw,1,24,Pedestrian Hit,50,High,0
IND-2022-0679,2022-09-09,22:17,22,Fri,9,Mumbai,Maharashtra,Rural Road,Flooded,7.8,1,40,43,Haze,29.3,77,3.4,0.52,Dawn/Dusk,0,0,Motorcycle,2,39,Single Vehicle,75,Critical,1
IND-2023-0680,2023-02-02,20:30,20,Thu,2,Jaipur,Rajasthan,Urban Road,Potholed,8,6,80,79,Drizzle,15.7,57,3.1,0.91,Daylight,0,0,Car,5,21,Rollover,50,High,1
IND-2022-0681,2022-01-06,19:38,19,Thu,1,Kolkata,West Bengal,Rural Road,Potholed,12,1,50,37,Clear,39.6,49,6.9,0.41,Daylight,0,0,Truck,6,28,Side Collision,30,Medium,0
IND-2023-0682,2023-03-25,09:25,9,Sat,3,Pune,Maharashtra,Rural Road,Dry,4.2,1,50,55,Rain,19.8,91,4.8,0.2,Street Light,1,1,Bicycle,6,27,Single Vehicle,45,Medium,1
IND-2022-0683,2022-09-07,08:08,8,Wed,9,Kolkata,West Bengal,Expressway,Dry,10.4,5,100,75,Heavy Rain,29.5,81,5.6,0.69,Daylight,1,0,Motorcycle,1,50,Rear-End Collision,30,Medium,0
IND-2023-0684,2023-02-05,17:06,17,Sun,2,Lucknow,Uttar Pradesh,National Highway,Potholed,5.5,4,80,81,Clear,21.2,51,8.2,0.37,Daylight,1,1,Motorcycle,4,13,Rollover,40,Medium,0
IND-2023-0685,2023-07-21,21:02,21,Fri,7,Delhi,Delhi,Urban Road,Under Construction,6.1,4,80,57,Fog,44.6,29,4.9,0.78,Daylight,1,0,Car,5,10,Pedestrian Hit,60,High,0
IND-2023-0686,2023-02-09,15:31,15,Thu,2,Bhopal,Madhya Pradesh,Rural Road,Flooded,12.7,6,120,93,Clear,43.2,85,4.9,0.92,Daylight,0,0,Motorcycle,4,41,Pedestrian Hit,45,Medium,1
IND-2023-0687,2023-03-20,15:37,15,Mon,3,Kanpur,Uttar Pradesh,Urban Road,Wet,9.9,3,120,133,Rain,26.3,63,4.1,0.43,Street Light,1,1,Auto Rickshaw,3,34,Multiple Vehicle,50,High,1
IND-2023-0688,2023-11-30,09:58,9,Thu,11,Jaipur,Rajasthan,Rural Road,Wet,12.7,5,60,82,Fog,12.2,100,6.2,0.58,Dawn/Dusk,0,1,Car,3,17,Hit and Run,80,Critical,1
IND-2022-0689,2022-07-15,18:11,18,Fri,7,Bangalore,Karnataka,State Highway,Under Construction,5.5,6,50,53,Clear,31.5,37,2,0.7,Street Light,1,1,Bus,6,18,Rollover,53,High,1
IND-2022-0690,2022-10-26,08:24,8,Wed,10,Delhi,Delhi,State Highway,Potholed,7.1,3,100,124,Fog,35.1,92,4,0.44,No Light,0,1,Car,4,34,Head-On Collision,90,Critical,1
IND-2023-0691,2023-02-07,10:11,10,Tue,2,Nagpur,Maharashtra,National Highway,Flooded,13.8,5,80,85,Clear,17,26,5.8,0.35,Partial Light,0,1,Bus,4,40,Multiple Vehicle,60,High,1
IND-2022-0692,2022-02-25,12:15,12,Fri,2,Delhi,Delhi,National Highway,Dry,4.7,5,30,40,Clear,41.2,92,2.2,0.72,Street Light,1,1,Car,1,0,Multiple Vehicle,33,Medium,0
IND-2023-0693,2023-09-26,14:26,14,Tue,9,Delhi,Delhi,Rural Road,Flooded,10,2,30,31,Fog,38.2,69,2.4,0.39,Daylight,0,1,Car,2,34,Single Vehicle,73,High,1
IND-2023-0694,2023-04-16,09:47,9,Sun,4,Delhi,Delhi,Ring Road,Flooded,12.4,4,100,84,Fog,23.5,47,6.1,0.62,Daylight,1,1,Car,2,6,Side Collision,50,High,1
IND-2023-0695,2023-09-22,07:13,7,Fri,9,Coimbatore,Tamil Nadu,National Highway,Potholed,9.9,3,60,73,Haze,27.5,98,3.4,0.57,Daylight,0,0,Motorcycle,4,28,Multiple Vehicle,60,High,1
IND-2023-0696,2023-02-19,16:46,16,Sun,2,Bangalore,Karnataka,Rural Road,Under Construction,7.1,4,30,34,Clear,12.3,22,6.5,0.61,Daylight,0,1,Bicycle,4,36,Multiple Vehicle,45,Medium,1
IND-2023-0697,2023-03-11,09:39,9,Sat,3,Hyderabad,Telangana,State Highway,Dry,13.8,3,60,43,Clear,28.1,87,5.9,0.3,Daylight,0,0,Mixed,2,2,Head-On Collision,10,Low,0
IND-2022-0698,2022-02-21,15:35,15,Mon,2,Jaipur,Rajasthan,Urban Road,Dry,12.7,5,60,49,Clear,20.9,86,2.4,0.92,Daylight,0,0,Car,1,14,Pedestrian Hit,23,Low,0
IND-2023-0699,2023-03-10,07:10,7,Fri,3,Hyderabad,Telangana,State Highway,Under Construction,7.4,2,30,36,Heavy Rain,28.7,79,7.9,0.34,Daylight,0,0,Motorcycle,5,48,Rollover,75,Critical,1
IND-2023-0700,2023-06-10,13:40,13,Sat,6,Lucknow,Uttar Pradesh,Urban Road,Under Construction,6.1,2,60,43,Drizzle,39.2,93,8.6,0.22,Daylight,0,0,Car,3,29,Side Collision,35,Medium,0
IND-2022-0701,2022-02-13,14:08,14,Sun,2,Pune,Maharashtra,Urban Road,Dry,7.2,5,100,120,Clear,41.1,79,7.3,0.6,Dawn/Dusk,1,1,Auto Rickshaw,6,33,Multiple Vehicle,35,Medium,0
IND-2022-0702,2022-07-31,05:25,5,Sun,7,Nagpur,Maharashtra,Flyover,Under Construction,11.6,2,60,54,Clear,17,22,3.3,0.44,Daylight,1,0,Bicycle,2,27,Pedestrian Hit,15,Low,0
IND-2022-0703,2022-01-17,10:04,10,Mon,1,Bangalore,Karnataka,Ring Road,Dry,6.6,1,50,65,Heavy Rain,11.8,38,4.3,0.52,Daylight,1,1,Motorcycle,6,6,Multiple Vehicle,50,High,1
IND-2022-0704,2022-12-30,07:40,7,Fri,12,Pune,Maharashtra,Urban Road,Dry,11,3,30,26,Drizzle,15.8,32,9.2,0.27,Partial Light,0,0,Auto Rickshaw,2,47,Rollover,35,Medium,0
IND-2022-0705,2022-01-25,05:46,5,Tue,1,Kolkata,West Bengal,State Highway,Wet,8.9,6,50,32,Rain,25.3,82,1.4,0.57,Daylight,0,0,Truck,4,48,Multiple Vehicle,58,High,1
IND-2022-0706,2022-10-01,23:00,23,Sat,10,Surat,Gujarat,Rural Road,Dry,11.9,2,40,25,Clear,16.8,92,9.5,0.37,Street Light,1,1,Truck,2,26,Rollover,10,Low,0
IND-2022-0707,2022-06-17,10:53,10,Fri,6,Thiruvananthapuram,Kerala,State Highway,Wet,13.8,4,40,53,Drizzle,26.1,63,1,0.54,Daylight,1,1,Bus,5,46,Hit and Run,68,High,1
IND-2023-0708,2023-06-17,19:54,19,Sat,6,Surat,Gujarat,Expressway,Potholed,6.7,3,60,59,Fog,27.5,71,5.2,0.4,Daylight,0,0,Auto Rickshaw,1,37,Rollover,45,Medium,0
IND-2022-0709,2022-09-12,09:30,9,Mon,9,Kanpur,Uttar Pradesh,National Highway,Dry,4.2,3,100,91,Rain,18.5,99,3.1,0.61,Street Light,0,1,Truck,4,42,Multiple Vehicle,35,Medium,0
IND-2022-0710,2022-12-08,17:05,17,Thu,12,Thiruvananthapuram,Kerala,National Highway,Dry,5.2,3,60,64,Heavy Rain,20,98,8.5,0.46,No Light,1,0,Bus,2,21,Head-On Collision,65,High,1
IND-2022-0711,2022-01-09,18:06,18,Sun,1,Mumbai,Maharashtra,Urban Road,Under Construction,10.6,6,100,111,Clear,16.2,37,0.2,0.99,Partial Light,1,0,Auto Rickshaw,3,23,Rear-End Collision,70,High,1
IND-2023-0712,2023-08-20,15:41,15,Sun,8,Mumbai,Maharashtra,National Highway,Dry,6.5,1,60,75,Clear,20.2,87,2.8,0.54,Partial Light,1,1,Auto Rickshaw,1,39,Side Collision,33,Medium,0
IND-2023-0713,2023-06-12,13:29,13,Mon,6,Kanpur,Uttar Pradesh,Urban Road,Potholed,10.9,4,100,73,Clear,43.3,59,4.6,0.53,Daylight,1,0,Auto Rickshaw,3,41,Pedestrian Hit,10,Low,0
IND-2022-0714,2022-06-08,12:57,12,Wed,6,Delhi,Delhi,National Highway,Under Construction,8.6,4,40,28,Clear,34.1,94,7.7,0.17,Daylight,0,1,Mixed,2,45,Rollover,20,Low,0
IND-2022-0715,2022-02-04,10:16,10,Fri,2,Hyderabad,Telangana,Urban Road,Dry,8.2,3,120,96,Clear,33,70,5.1,0.27,Daylight,1,1,Auto Rickshaw,6,20,Side Collision,10,Low,0
IND-2023-0716,2023-05-14,21:06,21,Sun,5,Hyderabad,Telangana,State Highway,Dry,11,5,60,81,Drizzle,24.6,21,7.3,0.92,Daylight,1,1,Motorcycle,6,23,Rear-End Collision,50,High,1
IND-2023-0717,2023-05-29,19:02,19,Mon,5,Kolkata,West Bengal,National Highway,Potholed,11.6,6,50,51,Clear,31.4,98,9.9,0.9,No Light,0,1,Motorcycle,2,27,Pedestrian Hit,65,High,0
IND-2022-0718,2022-01-19,22:25,22,Wed,1,Bangalore,Karnataka,Urban Road,Potholed,6.3,6,60,79,Rain,21,95,2.5,0.65,Dawn/Dusk,0,0,Bicycle,2,28,Pedestrian Hit,73,High,1
IND-2023-0719,2023-06-28,07:42,7,Wed,6,Bangalore,Karnataka,State Highway,Under Construction,8.8,6,30,41,Clear,38.5,89,2.9,0.82,Daylight,1,0,Car,4,1,Single Vehicle,63,High,1
IND-2022-0720,2022-04-29,18:42,18,Fri,4,Pune,Maharashtra,Ring Road,Dry,4.9,6,100,76,Drizzle,32.6,81,1,0.72,Street Light,1,0,Car,1,6,Pedestrian Hit,38,Medium,0
